age,account_balance,income,loan,credit_card_usage,tenure_years,has_mobile_app,engaged
27,2689,96092,no,0.23544228518010915,6,no,0
22,6102,86421,no,0.5433963199175267,6,yes,1
24,8779,124661,yes,0.34890239131912504,7,no,0
18,87915,39328,yes,0.274138338197427,7,yes,0
39,15161,136060,no,0.7936111590620096,5,no,0
53,20066,102368,no,0.8266728495153597,7,no,1
31,32900,93592,yes,0.36792289847039283,1,yes,1
49,16127,133709,yes,0.1892468501049217,2,yes,0
24,91407,125109,no,0.6614129007194084,6,no,0
47,94122,81641,no,0.8486711860353102,3,yes,0
23,63106,123345,yes,0.5925053231048566,7,yes,1
38,96744,86228,no,0.735856643190044,2,no,0
39,16999,136457,yes,0.5613000716629383,7,yes,0
59,30082,141136,yes,0.8921141778538025,2,yes,0
31,55274,41670,no,0.6838097568300892,8,yes,1
56,21488,89517,yes,0.623842049943308,7,yes,0
64,93974,70876,no,0.6284372081018385,7,no,0
30,50902,144794,yes,0.5686027388445484,6,yes,0
54,80847,122270,no,0.5951996461593035,1,no,0
23,23408,129955,yes,0.4389226021816611,2,yes,0
48,1133,95002,yes,0.4214608919321958,5,no,0
37,90795,103818,no,0.11233665521253182,8,yes,0
39,54630,97699,no,0.7610975066614907,7,yes,1
29,5426,43263,no,0.22681672082893622,3,no,0
51,80759,122933,yes,0.43484585118565244,1,no,0
60,11020,96996,no,0.38283912885103033,3,no,1
50,53673,114772,yes,0.542401209158539,3,no,0
25,54882,135885,no,0.4549104342119641,6,yes,0
57,64630,133525,no,0.25033206696057986,1,no,0
44,6685,97399,yes,0.32968710628309195,9,no,1
62,40938,61499,yes,0.5970901817957227,5,no,0
43,95337,33457,no,0.7728932677702238,5,yes,0
28,14726,32862,no,0.8533174250759786,9,yes,1
26,19259,74634,yes,0.285998996410237,3,no,1
44,75619,128559,no,0.20527271941919104,9,yes,0
24,18980,58474,yes,0.35397049793161695,1,no,0
40,18196,40474,yes,0.7362103002739697,1,no,0
25,96014,31456,no,0.666389370118729,8,no,0
42,68335,73461,no,0.3793204791011381,5,yes,1
51,93821,79213,yes,0.15509338748909363,8,yes,0
29,5690,139688,no,0.41033266627143283,9,yes,1
41,83548,47910,no,0.23012601115091597,4,yes,0
44,32013,31107,yes,0.6159112427668374,7,no,0
22,85161,92470,yes,0.1323040192101188,7,no,0
43,7246,116389,no,0.7100640314138886,1,yes,0
66,14966,114453,no,0.470781850456763,1,yes,1
56,68344,137463,yes,0.9824700853266123,1,no,0
41,99482,111589,yes,0.8111201900633815,2,yes,1
40,52217,42661,yes,0.5681915609767465,8,yes,0
53,51102,49381,no,0.9116436771369673,5,no,1
21,97831,111600,yes,0.3391207495974506,6,no,1
20,59094,91612,yes,0.3682856647106266,4,no,0
31,67910,38254,yes,0.8160920935322118,9,yes,1
53,21789,137026,yes,0.1420006702812355,1,no,0
58,32154,91467,yes,0.8623806876367074,4,yes,1
38,608,72630,yes,0.9830377265525934,3,yes,0
19,39440,112292,yes,0.852142234618187,6,no,0
20,91809,127145,yes,0.8228255689064509,9,yes,0
40,36060,88779,no,0.7946730583161514,7,no,0
65,9640,50421,yes,0.12502701817433443,7,no,0
32,36598,96694,yes,0.5697138045709076,3,no,1
40,15172,100685,yes,0.8190190462930494,4,no,0
40,97109,61802,yes,0.7849321049636986,3,no,0
41,1461,60460,yes,0.686884899907228,4,yes,0
63,54021,81327,no,0.21109397201673138,4,yes,1
64,75306,107501,no,0.2282880794590053,9,no,0
28,74402,52816,no,0.9608437980565296,6,yes,0
48,28540,135917,no,0.44393293086719166,9,no,0
28,11796,26767,yes,0.7700545212485569,1,yes,0
23,78565,26959,yes,0.44248404822149534,6,yes,0
20,31145,149682,no,0.3926951173208114,4,yes,0
34,72724,99277,yes,0.42465584742043494,7,no,0
34,15554,115629,yes,0.36608227706117813,7,yes,1
47,73762,115346,yes,0.43979297621755997,6,no,0
56,84847,109262,no,0.6959264472582751,2,no,0
26,29763,123734,yes,0.7331344107806579,9,no,1
38,87479,79277,no,0.3064295868814114,2,no,0
62,40945,25253,no,0.3441269011220577,2,yes,0
52,88797,127145,no,0.22056164460084388,6,yes,0
65,66543,88657,yes,0.43508074113652206,7,no,0
51,6776,89197,no,0.9917026388461834,5,yes,0
49,13587,63235,yes,0.931706884564137,1,no,0
51,79630,101276,yes,0.6321181418920007,4,yes,0
30,77965,64386,no,0.21390071986430825,1,yes,0
60,16044,44563,no,0.14413379823155592,4,yes,0
52,97368,137039,yes,0.1679610270978268,7,no,0
63,48633,115474,yes,0.14529974871148693,1,no,0
30,38160,137513,no,0.4535933890923899,1,yes,0
65,98957,147048,yes,0.46675986214782883,6,no,0
29,18685,115845,no,0.31332188208942474,7,no,1
39,37056,65733,no,0.21483705775140938,4,no,1
50,35543,87336,no,0.6120954623262886,8,no,1
43,83551,91832,no,0.3631311798736718,9,no,0
69,52817,65560,no,0.772859061144272,4,no,1
65,65841,87058,yes,0.5313977432108915,1,no,0
56,79467,120567,yes,0.745292754420341,2,no,0
31,10567,102481,no,0.28719598165787896,8,yes,1
62,85005,90202,yes,0.831356585083447,9,yes,1
20,39648,52266,yes,0.7565131954485346,8,no,0
30,57986,70652,yes,0.3011027220191196,4,no,0
47,50839,53363,no,0.4707952684550739,7,yes,0
44,38925,86010,no,0.8672608509255196,5,yes,0
24,96517,70198,yes,0.3604400660400606,7,no,0
46,54292,137194,no,0.7513269717080148,8,no,0
66,92166,108789,no,0.9799677702726395,9,no,0
18,744,123358,yes,0.17915369450689106,9,yes,0
20,84430,89245,yes,0.9805926873444925,8,yes,0
43,91238,131542,yes,0.19325033595187202,8,no,1
18,24580,31046,no,0.8275407755159948,8,no,0
33,92338,82737,no,0.5846871473505679,9,yes,1
39,11729,78815,yes,0.7201737492311724,5,no,1
67,89055,83917,yes,0.4978908570272945,6,yes,0
24,73783,35221,yes,0.5926196639033489,5,yes,0
18,87602,117391,no,0.1634963858953361,1,no,0
66,91243,94249,no,0.25536607446899223,9,yes,0
67,538,100244,no,0.5010753654234678,2,yes,0
60,51773,132979,yes,0.686541515067189,7,yes,1
54,53018,35969,yes,0.8993886953650397,9,yes,0
37,23668,132632,yes,0.21693503452057988,4,yes,1
53,29293,117302,yes,0.6102506457796507,6,yes,0
40,43638,53769,no,0.1744662918896495,2,no,0
59,86739,112683,yes,0.4122266837613394,5,no,0
43,24508,57938,no,0.8135832687947075,4,yes,1
43,81940,137888,yes,0.8963991086322513,7,no,0
33,77199,69755,yes,0.4168491278261237,1,yes,1
41,17456,120034,yes,0.548324561652793,2,yes,0
26,18177,96715,no,0.8608803465907635,3,yes,0
21,72965,75446,no,0.24671512103241794,7,yes,1
48,13574,103381,no,0.3027420135972345,2,no,1
56,75271,67392,no,0.18950018819657294,4,no,0
26,15103,62931,no,0.27863459711138094,7,no,0
56,77582,34683,yes,0.8888189179402767,6,yes,0
25,24650,74008,no,0.16197228408003522,4,yes,0
43,56440,67355,no,0.920645013211951,8,yes,0
28,45521,119822,yes,0.7186873207374436,3,yes,0
26,4835,74314,yes,0.7629455277019502,1,yes,0
45,9689,79423,yes,0.48611518494689787,1,yes,1
63,14495,134663,yes,0.5605632194132621,2,no,0
47,20288,77980,yes,0.5550262177213171,8,yes,0
40,40098,35051,no,0.8533620316434888,8,yes,0
65,57364,62137,yes,0.9971326076384318,9,no,1
61,85044,89155,no,0.992783983641505,7,no,0
27,10447,24314,no,0.5499040834476813,2,no,0
60,18988,115724,no,0.17753792086299824,6,no,1
56,43371,140100,yes,0.6956343287518795,4,no,0
48,82686,129952,yes,0.9549198967307697,7,no,1
58,33478,39484,yes,0.7809090547032751,9,yes,0
69,6581,91824,yes,0.908901241815461,4,no,1
20,59479,98497,no,0.5448057221005947,6,no,1
33,7415,82554,yes,0.3498997736472898,7,yes,1
51,78671,124098,yes,0.23804052716732227,6,yes,0
44,38042,115561,no,0.6402876249804601,2,no,0
44,64712,131811,no,0.8910537368681589,3,yes,0
50,85885,27444,no,0.7775062284500407,5,yes,1
40,16258,123640,no,0.3372698889785814,8,no,0
67,62891,145614,no,0.5851769650423141,9,no,1
41,73499,22298,no,0.6942525885175014,7,no,0
39,75791,48201,yes,0.51688344184332,7,yes,1
54,5089,50353,yes,0.4992728440794495,9,no,0
53,50103,27304,yes,0.4027321312268689,1,yes,0
57,5380,81676,no,0.34523024626398413,9,yes,0
50,98465,41966,yes,0.26888506105670407,1,yes,1
27,26587,101241,no,0.6830184017393965,5,no,0
61,4722,85780,yes,0.48931828482561524,2,no,1
55,19981,98374,yes,0.7081848719386458,1,no,0
46,26955,23491,yes,0.6472223712809972,4,yes,0
45,2869,78295,no,0.48520471845435564,7,yes,0
43,95427,147269,no,0.8409401447532407,9,yes,1
54,51459,47768,yes,0.610148897342713,8,yes,1
56,90576,59635,yes,0.5173058951740165,3,yes,0
25,9932,47582,no,0.8836720448846034,1,no,1
45,53363,134065,no,0.6226185023855193,1,no,0
51,51892,85942,no,0.3790285847104031,7,no,0
69,47147,50956,no,0.7935743771194039,4,yes,1
60,87700,23050,no,0.28951504850844073,6,no,0
50,92521,40552,yes,0.22750847273618072,8,yes,1
62,81456,60537,no,0.40046599027863894,6,no,1
67,44832,96754,yes,0.13559668138217387,1,yes,0
25,8575,143630,yes,0.8416850050425818,6,yes,0
48,93695,69006,no,0.16623339029243223,1,no,1
68,54623,41036,no,0.6128379670932317,1,no,0
35,16045,101476,no,0.5329156554705272,8,no,1
39,82428,139486,no,0.9364020968366091,4,yes,0
23,53330,109293,yes,0.9346108859273824,6,no,0
44,5462,30671,no,0.7770416084994185,4,yes,1
23,14031,122478,yes,0.6321628519408731,6,yes,1
28,70169,68359,yes,0.6857380575822061,5,no,1
30,79099,149674,no,0.17071973352922354,7,no,1
41,88340,56727,no,0.6738582649000174,1,no,0
31,16151,148838,no,0.7879819024794966,7,no,0
65,13792,128552,no,0.9578119006645308,9,no,0
64,65721,64950,no,0.26527642309719535,7,no,1
33,93484,148370,yes,0.5102582086481049,5,yes,0
25,38408,127228,no,0.7122751851432348,9,no,1
30,60711,115317,yes,0.5772695789281946,4,no,1
67,33360,69464,yes,0.30721658932814,2,yes,0
63,39873,105160,no,0.1019976575899378,6,no,0
69,5042,139447,yes,0.26401893445168273,7,yes,1
63,25514,88896,yes,0.7112661252842143,5,no,0
23,93797,97963,no,0.9629620711496882,3,no,0
41,26152,132225,yes,0.42446328687128654,1,no,0
18,66224,96527,no,0.20554408015313824,9,no,0
25,1688,84976,yes,0.9654357863650374,2,yes,0
62,17485,84364,no,0.4445838049724886,3,yes,0
53,46527,74143,yes,0.68604234081084,9,no,0
24,75121,114934,no,0.7101794839108817,7,yes,0
66,65529,140805,yes,0.11780250067678855,9,yes,0
23,85000,89248,no,0.11978230969878552,9,yes,0
67,1119,46047,yes,0.2451713662363001,2,yes,1
27,91626,45014,no,0.9543655418117345,5,yes,0
27,90000,43730,no,0.4005781244294493,2,no,1
56,35756,132557,yes,0.40634589110389663,6,no,0
69,11337,24449,yes,0.942054187691937,2,no,0
63,20882,41240,no,0.33574456633040795,1,no,0
35,91024,86991,yes,0.5518637087113307,2,yes,1
19,76452,81718,no,0.25674021629650906,2,yes,0
18,238,57356,no,0.468753126368861,7,no,0
22,59086,46702,no,0.4966043676196227,4,no,0
43,70333,142259,no,0.3746641542010626,1,yes,0
30,96906,44175,no,0.709778075818597,1,no,0
21,94538,49739,no,0.7033426588385272,3,yes,1
28,16903,134739,no,0.6001912891946082,7,yes,1
49,44508,135420,yes,0.5234744086117574,5,no,0
27,78404,91991,no,0.21524552029034333,1,yes,1
60,63392,119910,no,0.8783613686198568,1,no,0
61,91723,145359,yes,0.7363571177723464,3,no,0
30,97207,68505,no,0.7392998852677557,3,yes,0
35,97246,115358,yes,0.3744789997142133,2,yes,0
51,34560,60563,yes,0.99127491564879,5,no,0
32,76473,112865,no,0.8069333849538799,8,yes,0
60,89009,20425,yes,0.21378603479932126,5,yes,0
52,97295,95149,no,0.9194717571820136,1,yes,1
63,62462,41665,no,0.9360429755908137,6,yes,0
24,17418,75337,no,0.8265986423429263,6,no,0
54,97134,116725,yes,0.1983574527634303,9,yes,0
39,76260,146156,yes,0.7529232082553787,3,yes,1
45,43736,38054,no,0.3853050998173472,9,no,0
27,32462,95745,no,0.826626389989363,5,yes,0
59,91750,27982,yes,0.42466323973777154,7,no,1
57,7247,41432,yes,0.9370673505479974,9,yes,0
57,9330,101264,no,0.5403898627532382,2,yes,0
18,56671,29539,no,0.20381339696134634,3,yes,1
53,67728,20470,no,0.7969858212023642,4,no,0
20,44618,26561,yes,0.9966600668160878,9,yes,0
18,4814,71733,yes,0.9981639610851333,4,yes,0
69,24939,36443,no,0.7364555616467682,8,no,0
46,7977,39548,yes,0.13985294068815027,6,yes,0
35,28165,107585,no,0.4940248193269491,8,yes,1
66,13061,141615,yes,0.9191598151629322,4,no,0
45,56657,41213,yes,0.9136017848975702,7,no,0
61,82831,58879,yes,0.9650784371826463,5,yes,0
18,52935,94306,no,0.8065804649374528,9,no,1
66,87399,32442,no,0.4760180061474554,4,yes,0
38,77556,38523,yes,0.6998824040135413,4,yes,1
62,3090,94693,no,0.1691021352455841,8,no,0
63,80765,81792,yes,0.38198723931441203,3,no,0
68,73735,133365,yes,0.4342601914982199,6,yes,0
26,27067,86171,yes,0.6266308345684577,2,no,1
35,50350,59318,no,0.4511080893268953,6,yes,0
69,71804,139626,yes,0.5303423953464796,9,yes,0
49,64199,44214,no,0.41580757944521896,9,yes,1
29,5050,73060,no,0.7589184218279155,7,yes,0
39,65154,62332,yes,0.7584633011035341,6,no,0
25,19222,74478,no,0.41312811024275153,7,no,0
62,45496,94434,yes,0.9525194133572624,7,no,1
48,59463,37592,yes,0.8749456145189283,9,no,0
21,97253,127897,yes,0.8218815552873008,7,yes,0
24,47592,98066,no,0.8797976316216862,5,no,0
51,40434,55862,yes,0.5171511181734382,7,no,1
36,33723,91776,yes,0.18058541617018548,1,no,0
38,2638,129576,yes,0.9378624684717064,5,yes,0
57,40636,135842,yes,0.8045190379753614,2,yes,0
39,3844,73182,no,0.2574119385467701,8,no,0
48,95403,34201,no,0.7497820315208866,3,yes,0
65,76263,30955,no,0.13578880185609177,3,yes,0
49,39498,34238,no,0.9110263046284943,2,yes,0
32,62813,20424,yes,0.7904883512947286,2,no,0
29,44470,142475,yes,0.1653318054780285,9,no,0
59,96788,44147,no,0.6696968760806464,8,yes,0
43,19156,91064,no,0.9730989850881716,5,yes,0
48,12174,124844,yes,0.7368406696923333,8,yes,0
18,46094,136116,yes,0.5674348144331584,6,no,0
25,7409,31380,yes,0.3005036842563349,3,no,0
21,10415,28499,no,0.49295971492323354,3,yes,1
54,71837,80919,yes,0.6044233482627299,1,yes,0
39,98203,90640,yes,0.8461612325981187,7,yes,0
59,34368,44948,no,0.5639718732516584,4,yes,1
55,95621,146889,yes,0.15474960787101288,9,no,0
66,12004,112030,yes,0.10176551280914083,6,no,1
47,66949,39089,yes,0.6343860823082634,4,yes,0
23,26047,53039,yes,0.5224755369102341,4,no,1
47,14141,48090,no,0.9479385972225249,6,yes,0
42,22230,70057,yes,0.3145926462758045,5,no,0
21,92722,75819,yes,0.9332895702055677,4,yes,0
33,73447,27015,yes,0.7868390307351437,2,yes,0
32,80313,91809,yes,0.4922744495784692,9,yes,0
44,50601,69593,no,0.5045736729467641,6,yes,0
29,30007,58199,yes,0.5289245718556881,9,yes,0
61,5233,139247,yes,0.463950792089596,6,no,0
25,10185,136629,no,0.7354396106327804,2,no,0
25,27365,35467,yes,0.7442290571411007,6,yes,0
24,18125,94933,no,0.4478552059823825,6,yes,0
64,31468,48200,yes,0.3928862334746641,1,no,0
64,82394,35205,no,0.9458232322888054,2,no,0
58,24262,48824,no,0.2234875260301024,3,yes,1
56,89283,34421,no,0.2605684012798265,5,no,0
27,30037,72606,no,0.5118699324744542,1,no,0
66,67800,120604,no,0.2859510402791555,2,yes,0
25,73103,56628,no,0.4940635809724012,6,no,0
58,37915,86173,no,0.9628014872617032,1,no,0
35,26583,112760,yes,0.3803360636677354,4,no,0
40,51739,31128,no,0.8569662294072299,9,no,0
40,48228,94276,no,0.27537054523226945,3,no,0
69,69632,80986,yes,0.9038460505761318,6,yes,0
34,24808,72155,no,0.4953323534124846,6,no,0
23,64200,64872,no,0.45412314257371855,4,yes,0
35,25693,141577,no,0.5742002242089603,5,no,0
28,57614,144283,yes,0.43214336524178454,9,yes,0
39,18733,66794,yes,0.20197454295587097,5,no,0
18,35275,123864,yes,0.9175123652795528,3,yes,0
42,93855,73610,no,0.5572557650041837,8,no,0
66,83833,38376,no,0.72845636373826,6,no,0
20,62201,30300,no,0.9483414136607846,9,yes,0
58,98032,128786,no,0.5248164947753551,7,yes,1
52,47855,39476,yes,0.18569734227997065,5,no,1
64,78259,137685,yes,0.7455399497917554,8,yes,1
37,70405,57193,yes,0.6567653388982638,1,yes,0
43,89089,20624,no,0.8807145480613329,4,yes,1
56,47554,50910,no,0.967053274245618,3,yes,1
64,91955,48855,yes,0.4031667403591661,5,yes,0
61,19616,33347,no,0.740826636826278,4,no,0
48,92772,25813,yes,0.7557096464694779,3,no,1
35,30473,52713,no,0.6825872470313247,4,yes,0
39,63181,94646,yes,0.20747792246991523,8,no,1
23,95918,84158,no,0.892466955665919,8,no,0
19,3227,92824,no,0.8367018413712518,7,no,1
33,75031,135292,no,0.8569097206942123,6,yes,1
47,24853,87780,no,0.42077949520969626,3,no,0
24,47170,54678,no,0.7250499934391373,6,yes,0
28,13447,52923,yes,0.5232143331121137,6,no,0
46,44258,68979,yes,0.27446753347391284,9,no,1
62,73136,38918,no,0.7590624222261118,6,yes,0
54,63151,23775,yes,0.13699116914024626,9,no,0
24,84812,49684,no,0.6639757340499806,9,yes,1
26,96662,51110,yes,0.9873359406109194,7,no,0
25,62551,101563,yes,0.9234670240409425,5,yes,1
65,14478,107862,no,0.4327117242012095,2,yes,1
19,17630,68271,yes,0.972092722840242,4,no,0
50,43295,146439,no,0.7108290211592769,5,yes,1
48,53029,92587,no,0.1337212036472139,7,yes,1
33,63615,69927,no,0.31690226190808957,5,no,0
22,92094,42125,no,0.9398847033556822,5,no,0
23,81283,133266,yes,0.7470713853299853,8,no,0
42,83123,45799,yes,0.5602196505879752,1,no,0
46,20878,60877,yes,0.6436000784609296,5,no,0
39,57795,100154,yes,0.11691261155026891,3,no,0
30,5894,143457,yes,0.795633690816638,7,yes,0
35,33103,54657,no,0.9900960471494074,2,yes,0
44,43595,54142,no,0.5288634148500938,2,yes,1
51,68573,90620,no,0.6226576160514173,6,yes,0
23,42433,86805,no,0.7892907864292237,3,yes,1
35,51650,73985,no,0.7125321808947244,1,yes,0
44,31013,97887,no,0.4389075109905245,1,yes,0
65,52372,24972,yes,0.10000274733838299,2,no,1
48,27196,35240,no,0.6697363952702133,1,yes,0
55,98750,46885,no,0.22939152940833082,6,no,0
29,75488,50831,yes,0.8941329225893179,9,no,0
39,15282,110367,no,0.2876682284556237,9,no,0
54,90671,72959,no,0.8856640511177511,3,no,0
60,40430,20607,no,0.8846206239727574,6,no,0
47,10853,99724,no,0.5857237911166294,7,no,0
65,20148,142597,no,0.22500172086051334,1,no,1
33,34874,115587,no,0.5870190782892405,6,no,0
49,81271,142643,yes,0.18632712345452113,5,yes,1
69,65386,46566,yes,0.7751458058987888,9,no,0
32,12596,47614,yes,0.1054559870594956,1,no,1
22,88427,27641,no,0.9395318195730542,1,yes,1
30,41887,142573,yes,0.7003129433538262,8,yes,1
28,38688,32411,no,0.5047378988322547,3,no,0
51,54616,21374,yes,0.7658237388214185,6,no,0
64,306,85638,no,0.966769519222898,3,yes,0
38,21661,48033,no,0.36065782302576477,2,yes,0
40,25769,84795,yes,0.3718851429844017,2,yes,1
49,15843,94626,no,0.22212392654460572,7,no,1
62,93180,83329,no,0.3469991438052369,3,no,0
30,25819,115965,no,0.4426507464112308,6,no,1
61,11138,134849,no,0.15543456782530884,5,no,0
67,38803,43394,no,0.3101257628765596,3,yes,0
55,82342,130270,no,0.5562090607003616,8,no,1
39,61294,42456,yes,0.15790579864268864,2,no,1
56,58850,143661,no,0.3508972982268056,5,yes,1
60,70239,60203,yes,0.7460872642098834,2,yes,1
59,8863,100562,no,0.340812905434863,5,no,1
21,97359,58245,no,0.23082032933840896,5,no,0
28,94143,20416,yes,0.7986697941023998,6,no,0
60,76074,65919,yes,0.29135607921609363,3,yes,0
66,953,115249,yes,0.7373252910740604,7,no,0
55,21275,86927,no,0.4699956451850217,8,no,0
44,79105,40443,yes,0.57321504834616,5,no,0
18,9622,94548,no,0.39110676938214106,1,no,0
69,4151,29428,no,0.9680714130530482,3,no,1
30,31562,20829,yes,0.3850559281418072,3,yes,0
25,79811,65713,yes,0.7398433976123353,5,yes,0
24,61405,60372,yes,0.6861474927540839,3,yes,0
23,31699,54956,yes,0.20771637048995575,7,no,1
43,21796,58347,yes,0.4791072195928585,5,yes,0
62,937,62250,no,0.4965064429196412,8,yes,0
68,67759,50435,yes,0.9873253353943046,8,yes,0
31,15792,33900,yes,0.4295261195267388,1,no,1
38,10629,89273,yes,0.656528403508983,5,no,0
38,43739,104312,yes,0.9374729104264985,6,yes,0
21,51442,71591,yes,0.21919979972349485,1,yes,0
63,83642,144816,no,0.38443786366162325,6,no,0
25,21694,73868,no,0.9116716491759193,6,no,0
40,64376,30524,yes,0.4690344530925534,5,yes,0
20,53695,108196,no,0.9969841580982475,7,no,0
20,38566,33111,yes,0.7801215364659309,7,no,0
43,60620,148468,no,0.17926033631773952,6,no,0
21,4394,82898,no,0.4914075055987013,8,no,1
46,13537,78668,yes,0.6172279210781395,9,no,0
37,9917,33656,yes,0.5441338489973684,3,yes,1
65,41907,147784,yes,0.7784446290358253,9,no,0
35,53780,60570,no,0.9300206062492822,2,yes,0
60,40125,138565,yes,0.3011243866836516,9,no,0
55,61306,26103,no,0.20241804370997962,2,no,0
39,44572,49729,yes,0.670590228474323,8,yes,0
45,86835,147965,yes,0.21936333718631418,2,yes,0
61,50114,138112,yes,0.17029521019957244,8,yes,0
39,53664,82905,no,0.8786183211765419,6,no,0
33,53183,120413,yes,0.454610487233126,7,yes,0
53,67607,73882,no,0.9846040235216811,3,yes,0
30,64689,96742,yes,0.4621948431480325,5,yes,0
36,61367,125669,no,0.5289690222263339,3,yes,1
50,35215,66761,yes,0.8526867364738816,5,no,0
67,31101,124851,no,0.6225461377147523,4,no,1
59,1922,25496,yes,0.39500227395090104,3,yes,1
39,59397,98814,yes,0.8029505244102939,1,yes,0
19,48927,80669,no,0.9936047729272751,7,no,0
21,26449,53062,yes,0.8080270316201479,3,no,0
63,48035,82812,no,0.9434891862137288,5,yes,0
32,81187,34911,yes,0.6860415308560899,1,no,0
40,44561,73847,yes,0.521097441091582,2,yes,1
27,28568,122864,yes,0.9799989218351434,5,no,0
18,30003,124652,no,0.5909576477110695,2,yes,1
26,48398,35000,no,0.2846830197708995,4,no,0
27,4391,73324,yes,0.946367857602302,9,no,1
42,51107,77967,yes,0.32377525755382336,5,yes,0
52,68204,34435,yes,0.7445021017955878,9,no,0
27,50895,23938,yes,0.4003168056041847,3,yes,0
33,30392,101678,no,0.11206221388042426,9,no,0
24,8237,25431,yes,0.9747824446849696,5,no,1
37,82581,117324,yes,0.5132232752138175,6,no,0
22,33295,83167,yes,0.873738619707938,6,no,0
60,69284,137182,yes,0.7658054319960396,1,yes,0
52,14335,58068,no,0.8155376632150885,1,no,0
58,44851,22144,yes,0.2560009019740002,6,yes,0
45,47985,108233,no,0.5141915667048541,9,yes,0
39,8562,65548,yes,0.40604257615838024,3,no,1
32,13356,76041,no,0.16848552489630095,8,yes,0
35,75237,62737,yes,0.8050436162031317,3,yes,0
60,47541,43794,yes,0.741564114014359,7,yes,0
65,82637,145776,yes,0.9580250518424829,8,no,0
48,73937,86339,yes,0.4497789210056421,6,yes,1
48,6830,30373,yes,0.5935680468785625,2,no,0
23,10736,97555,yes,0.7887454022164848,9,yes,0
22,67468,71656,yes,0.5103328284118274,3,no,0
49,37710,45174,no,0.3422489567313858,5,no,0
54,79989,26590,no,0.11608150366309128,9,no,0
65,51929,34468,yes,0.6225227884560351,5,yes,0
38,8605,118842,yes,0.4228563788315164,7,no,0
66,88422,47779,yes,0.29126606972007635,3,no,0
35,41833,115585,no,0.8167040906647911,7,yes,1
29,18967,92125,yes,0.8376861571960911,5,no,0
50,10667,146060,yes,0.14130221375349472,8,no,1
40,34056,61354,no,0.9837581757595645,6,yes,0
54,98834,52746,no,0.29287343048398035,1,yes,1
42,42742,133309,no,0.22259357720640577,2,no,0
29,27408,54887,no,0.17065717820396725,5,yes,0
39,49502,70628,yes,0.43674064776548227,3,yes,1
51,42132,46241,yes,0.8705392820037576,5,no,0
19,22387,117124,yes,0.33047079531472906,7,no,1
62,48903,99526,yes,0.9377464570010643,1,yes,1
59,27191,68544,no,0.2322482232953454,4,yes,1
59,7399,120782,yes,0.5250636338556134,5,yes,0
61,24905,110059,no,0.7304535984622832,2,no,0
60,5144,139151,no,0.567413284687528,9,no,0
21,739,77136,no,0.9962354750488525,1,yes,0
66,58071,70575,no,0.9881832783504241,6,no,0
18,42459,60870,no,0.24971444249735567,9,no,0
51,71938,97422,yes,0.866219122008304,5,yes,0
41,66497,138920,no,0.9346461250901212,5,no,1
43,91610,107594,yes,0.780465459777635,3,no,1
24,37621,87680,yes,0.3013614064652509,7,yes,0
20,69451,114468,no,0.1899747688595989,3,no,0
58,11491,41696,no,0.2812769379221438,9,yes,0
68,2338,128608,yes,0.7734387707026451,7,yes,0
36,41096,21834,yes,0.4891158786525994,7,yes,1
47,68921,147996,no,0.10867387482724851,1,yes,1
66,60621,97201,no,0.17766627777130167,1,no,0
30,70756,105264,yes,0.4011380558817005,2,no,1
43,4788,62859,no,0.61411360417218,4,no,0
64,56884,99672,yes,0.7318624950366076,7,yes,0
65,47791,72795,yes,0.9019399841495073,7,no,0
24,3396,96810,no,0.566823394696938,7,no,0
46,25413,98331,no,0.9327419640336057,6,yes,0
23,19969,120301,yes,0.4541455180420585,8,yes,0
20,14289,138375,no,0.418273846283841,9,yes,0
40,28439,88479,yes,0.6600728707426613,8,no,0
24,61063,133463,yes,0.5816959834152956,6,yes,1
37,19782,136890,no,0.40156334037702424,6,yes,1
66,53393,143853,yes,0.5889317684886034,1,yes,0
27,4982,84681,no,0.7423292268810364,9,no,0
23,99939,127614,yes,0.9568290362235371,1,no,0
65,27291,136807,yes,0.26290616555734037,5,no,0
64,37100,117157,no,0.5379995464892608,3,yes,0
64,95934,78142,no,0.9451615790020966,8,yes,0
67,5788,52621,yes,0.9024524264104562,2,no,0
33,80784,102640,yes,0.8563559034402206,9,yes,0
56,33721,142919,yes,0.5383383443266818,2,no,0
34,44694,20635,no,0.10101734198460191,6,yes,0
67,53836,69835,no,0.9953286658894465,9,yes,0
67,42918,33757,no,0.9513452725684557,3,yes,0
62,93228,42719,no,0.7200362870106414,9,no,0
51,26292,104754,yes,0.7298948069294944,6,yes,0
23,80758,147895,no,0.3470101124167506,7,yes,0
44,31768,51749,no,0.5762707358151083,3,yes,1
37,67310,59965,no,0.12315017524488099,9,no,1
39,52257,77734,no,0.36572515493031665,4,no,1
68,4085,54984,no,0.8000775826022309,7,yes,0
22,38361,38815,no,0.258639618170763,9,yes,0
52,82693,25679,yes,0.40620399294212284,5,yes,1
58,3176,68149,yes,0.19034227205225135,8,no,0
65,23785,64302,no,0.19261226344444557,5,no,0
44,78059,33253,yes,0.24569223540608945,2,yes,0
51,36743,100843,no,0.8264156776559682,7,no,0
19,99382,125368,no,0.6512993599866355,7,yes,0
63,18469,44784,no,0.7858007456832949,9,no,0
50,24554,108330,no,0.5223630239342258,7,yes,0
29,26788,145532,yes,0.7710896527812529,8,no,1
